flag,id,prefix,question_text,answer_text,unit_text
missing_unit,QA8000410,QA,An object is moving with a velocity of 5 m/s. Its kinetic energy is 100 J. Calculate the mass of the object.,,
missing_unit,QA8000435,QA,"A person rides a bicycle at 15 km/h, and a car travels at 30 km/h. The total distance is 60 km. How much less time does the car take to complete the journey compared to the bicycle?",,
missing_unit,QA8000639,QA,"A car travels from A to B, a distance of 197.5 km. After the car has been traveling for 2.5 hours, a motorbike starts from B towards A and meets the car after another 20 minutes. Calculate the speed of each vehicle, given that the car travels 25 km/h faster than the motorbike.",,
missing_unit,QA8001208,QA,"At 8:15 AM, Mr. Xuan cycles from A to B. At 8:45 AM, Mr. Thu cycles from A to B. Given that the distance Mr. Xuan travels in 35 minutes is equal to the distance Mr. Thu travels in 30 minutes, at what time does Mr. Thu catch up with Mr. Xuan?",,
missing_unit,QA8001603,QA,"A boat travels downstream and then returns upstream on river section AB, which is 40 km long, taking a total of 4 hours and 30 minutes. It is known that the time taken to travel 5 km downstream is equal to the time taken to travel 4 km upstream. If a leaf drifts downstream on river section AB, how long will it take this leaf to float a distance equal to half the length of river section AB?",,
missing_unit,QA7996100,QA,"A car departs from A to B at 7:15 AM with a speed of 40 km/h. Upon arriving at B, the car stops for 1 hour and 30 minutes, then returns to A with a speed of 50 km/h, arriving at A at 3:30 PM. Calculate the distance AB.",,
missing_unit,QA7996106,QA,"Here's the translation of the question into English:
A particle undergoes simple harmonic motion with the equation:
x = 8cos(2πt + π) (cm)
a) Find the period of oscillation.
b) Find the velocity and acceleration of the particle when it passes through the position x = 4 cm.
c) Starting from t = 0, find the times when the particle passes through the position x = 4 cm for the first time and for the fourth time.",,
missing_unit,QA7996165,QA,"A car travels from A to B in a certain amount of time. If the car travels 10 km/h faster, it arrives 3 hours earlier than scheduled. If it travels 10 km/h slower, it arrives 5 hours late. Calculate the original speed of the car. (Solve the problem by setting up a system of equations).",,
missing_unit,QA7996184,QA,"A car travels from A to B with a scheduled arrival time of 12 PM.
If the car travels at a speed of 35 km/h, it will arrive at B 2 hours later than the scheduled time.
If the car travels at a speed of 50 km/h, it will arrive at B 1 hour earlier than the scheduled time.
Find the departure time of the car from A.""
(Solve the problem by setting up a system of equations.)",,
missing_unit,QA7996310,QA,"The distance between A and B is 150 km. A car starts from A and a motorcycle starts from B. The two vehicles depart at the same time and meet after 1.5 hours. Find the speed of each vehicle, knowing that the car's speed is 20 km/h greater than the motorcycle's speed.",,
missing_unit,QA7996524,QA,"A motorboat travels downstream from point A to point B, then travels upstream back from point B to point A. The difference in time between the downstream and upstream journeys is 40 minutes. Calculate the speed of the motorboat in still water.",,
missing_unit,QA7996529,QA,"A cyclist and a motorcyclist simultaneously depart from point A to point B, a distance of 57 km. The motorcyclist reaches B, rests for 20 minutes, then turns back towards A and meets the cyclist 24 km from B. Calculate the speed of each person, given that the motorcyclist's speed is 36 km/h greater than the cyclist's speed.",,
missing_unit,QA7996727,QA,"Two cars start at the same time from two locations A and B, moving towards location C. Given that AC = 90 km and BC = 126 km. The car starting from A travels at a speed of 50 km/h. If both cars are to arrive at C at the same time, what speed v2 must the car starting from B travel at?",,
missing_unit,QA7996959,QA,"This is a very informal and common plea for help, often seen on social media or in group chats.
Here are a few ways to translate it, capturing different levels of informality and urgency:
1. **""Please help me, everyone!""** (Most common and direct)
2. **""Help me out, guys!""** (Very informal, common among friends)
3. **""Can anyone help me, please?""** (Posing it as a question, reflecting the plea)
4. **""Anyone, please help!""** (Captures the urgency and general address)
The emoticon "":("" reinforces the sense of distress or being stuck. ""Bn"" is an abbreviation for ""bạn,"" meaning ""friend"" or ""you"" (informal), and ""các"" makes it plural (""everyone"" or ""you all""). ""Ơi"" is an address particle, similar to ""hey"" or ""oh.""",,
missing_unit,QA7997042,QA,"Two coal trucks have m2 = 3m1. They move on two parallel roads with Wd1 = 1/9 Wd2 (where Wd denotes kinetic energy). If truck 1 increases its speed by 3m/s, then Wd1 = Wd2. Find the magnitudes of velocities v1 and v2.",,
missing_unit,QA7997107,QA,"In Mr. Nhan's Physics class, a 9th-grade student dropped a sphere with a mass of 250g from a height of 1.5m above the ground. What is the object's height above the ground when it reaches a speed of 18 km/h? Take the release position as the zero potential energy level.",,
missing_unit,QA7997132,QA,"Two cars travel from A to B, a distance of 200 km. The first car's speed is 10 km/h faster than the second car's speed, which causes it to arrive at B 1 hour earlier. Calculate the speed of each car.",,
missing_unit,QA7997347,QA,"Suppose a hot air balloon ascends vertically from the ground at a speed of 0.8 m/s for 50 seconds. After that, it begins to descend at a speed of 5/9 m/s. After 27 seconds of descending, how many meters is the balloon above the ground?",,
missing_unit,QA7997358,QA,"A river is 500m wide. A ferry departs from point A on one bank and travels to point B on the opposite bank. Let C be the point on the opposite bank directly across from A (such that AC is perpendicular to the banks). Given that angle CAB is 60 degrees, calculate the distance AB.",,
missing_unit,QA7997448,QA,"Which of the following statements is FALSE when talking about displacement and distance?
A. Displacement is a vector quantity.
B. The distance an object moves in a specific direction is displacement.
C. Displacement can be negative, positive, or zero.
D. When an object moves in a straight line without changing direction, the magnitude of its displacement and the distance traveled are not equal.",,
missing_unit,QA7997492,QA,"A 50g tennis ball is dropped from position A, at a height of 1.8m above the ground, and bounces back up to position B, at a height of 1m.
a) Calculate the mechanical energy of the ball at position A and at position B.
b) How much mechanical energy was lost, and what form of energy was it transformed into?",,
missing_unit,QA7997548,QA,"A person travels from A to C at a speed of 45 km/h. At the same time, another person travels from B to C at a speed of 20 km/h. How long will it take for the person traveling from A to catch up to the person traveling from B, given that the distance AB is 60 km?",,
missing_unit,QA7997572,QA,"Cities A and B are 135 km apart. A motorbike travels from A to B at a speed of 42 km/h, and a bicycle travels from B to A at a speed of 12 km/h. How long will it take for the bicycle and motorbike to meet? When they meet, how far is the motorbike from B?",,
missing_unit,QA7997585,QA,"A car travels from A to B at a speed of 54 km/h. At the same time, a motorbike travels from B to A at a speed of 36 km/h. After 2 hours, the car and the motorbike meet. What is the distance AB?",,
missing_unit,QA7997655,QA,"**Person 1:** walks from A to B, starting at 7 AM, at a speed of 4 km/h.
**Person 2:** cycles from B to A, starting at 10 AM, at a speed of 12 km/h.
**Questions:**
a. Determine the time they meet and the distance of the meeting point from B.
b. Determine the time(s) when the two people are 2 km apart.",,
missing_unit,QA7997687,QA,"Two locations, A and B, are 32 km apart. At the same time, a motorcycle starts from A towards B, and a bicycle starts from B towards A. They meet after 4/5 hours. Calculate the speed of each vehicle, knowing that the motorcycle's speed is 16 km/h faster than the bicycle's speed.",,
missing_unit,QA7997689,QA,A point mass undergoes simple harmonic motion with the equation x = Acos(ωt + φ) and has a period T. Calculate the shortest time interval for the object to move from the position x = -A/2 to the position x = (A√2)/2.,,
missing_unit,QA7997792,QA,"Towns A and B are 246.5 km apart. A motorcyclist travels from A to B at a speed of 47.5 km/h, and a car travels from B to A at a speed of 50.5 km/h.",,
missing_unit,QA7997979,QA,"A car travels a distance AB in 3 hours. In the first hour, it covers 2/5 of the total distance AB. In the second hour, it covers 2/5 of the remaining distance plus an additional 4 km. In the third hour, it covers the last 50 km. Calculate the average speed of the car over the entire distance AB.",,
missing_unit,QA7998008,QA,"Two cities A and B are 120 km apart. A car travels from A to B, then returns to A, with the total travel time for the round trip being 4.4 hours. Calculate the car's speed when going from A to B, knowing that its speed on the way back is 20% greater than its speed on the way there.",,
missing_unit,QA7998164,QA,"Here's the translation of the question into English:
A cyclist rides from point A to point B at a constant speed. The distance between the two points is 30km.
On the way back from B to A, the cyclist chose a different route that was easier but 6km longer than the original path.
On the return trip, the cyclist rode 3 km/h faster than on the way there. As a result, the return journey still took 20 minutes less than the outward journey.
Calculate the cyclist's speed on the way there.",,
missing_unit,QA7998640,QA,"Here's the translation of the question into English:
""A motorboat travels downstream at a speed of 35 km/h, but its speedometer displays 32 km/h. What is the speed of the water current?""",,
missing_unit,QA7998670,QA,"A motorboat travels downstream on a river from A to B, departing at 7:30 AM and arriving at 9:30 AM. The motor's speed (speed in still water) is 30 km/h, and the current's speed is 3 km/h. What is the distance of river section AB?",,
missing_unit,QA7998802,QA,"An instantaneous water heater receives inlet water at 17.0°C. The heater supplies a heat power of 6.00 kW to heat the water up to 37.0°C. The specific heat capacity of water is 4180 J/kg.K. What is the mass of hot water supplied by the heater per second, in grams?",,
missing_unit,QA7999144,QA,A person travels from A to B at a speed of 40 km/h. They then return from B to A at a speed of 50 km/h. The time taken for the trip from A to B is 2 hours longer than the time taken for the return trip. Calculate the distance AB.,,
missing_unit,QA7999151,QA,"**Question 1:** An arrow with a mass of 50g is flying at a speed of 36km/h at a height of 20m above the ground. Calculate the mechanical energy of the arrow.
**Question 2:** An object falls freely from a height of 20m above the ground. Neglect all air resistance. Take g = 10m/s².
a/ Calculate the speed of the object when it hits the ground.
b/ At what height is the kinetic energy equal to the potential energy?
c/ Calculate the mechanical energy of the object just as it hits the ground, given that its mass is 200g.",,
missing_unit,QA7999168,QA,"A car travels from A to B at a speed of 45 km/h. At the same time, a motorbike travels from B to A at a speed of 30 km/h. The two vehicles meet after 4 hours 30 minutes.
a) Calculate the distance AB.
b) How far from B is the meeting point of the two vehicles?",,
missing_unit,QA7999295,QA,"A car travels from A to B at a speed of 40 km/h. Afterwards, it returns from B to A at a speed of 60 km/h. The total time for the entire round trip (both going and returning) is 10 hours. Calculate the distance AB.",,
missing_unit,QA7999299,QA,"A car was planning to travel from A to B at a speed of 48 km/h. After traveling for 1 hour, the car broke down and had to stop for repairs for 15 minutes. Therefore, to arrive at B on schedule, the car had to increase its speed by 6 km/h on the remaining distance. Calculate the total distance AB.",,
missing_unit,QA7999337,QA,An object undergoes simple harmonic motion with the equation x = 5cos(2πt + π/6) cm. Determine the number of times the object passes through the position x = 2.5 cm in the first second.,,
missing_unit,QA7999367,QA,An object undergoes simple harmonic motion with the equation x = 5cos(2πt + π) cm. Determine the number of times the object passes through the position x = -2.5 cm in the positive direction during the first second?,,
missing_unit,QA7999474,QA,"An object travels a total distance AB of 180m. For the first half of the distance, the object moves at a speed of 3 m/s, and for the remaining half, it moves at a speed of 4 m/s. What is the average speed of the object over the entire distance AB?",,
missing_unit,QA7999492,QA,"A point light source S is placed on the principal axis of a converging lens, 15 cm from the lens. A screen M is placed perpendicular to the principal axis on the other side of the lens, also 15 cm from the lens. On the screen, a light spot is observed whose diameter is equal to half the diameter of the lens aperture. Determine the focal length.",,
missing_unit,QA7999526,QA,"Two motorbikes are at locations A and B, 45km apart, traveling in the same direction towards B. If they start at the same time, they will meet after 3 hours. The speed of the motorbike starting from A is 4/3 the speed of the motorbike starting from B. Calculate the speed of each motorbike.",,
missing_unit,QA7999680,QA,"An object is freely dropped from a height of 20m above the ground.
a) Calculate the velocity of the object at the position where its potential energy (Wt) equals its kinetic energy (Wđ).
b) Determine the position where its potential energy (Wt) equals three times its kinetic energy (Wđ).
c) Calculate the velocity of the object just before it hits the ground.",,
missing_unit,QA7999888,QA,An object undergoes simple harmonic motion described by the equation x = 2cos ( 4$\pi$t + $\dfrac{\pi}{3}$ ) cm. What is the displacement of the oscillation at time t = 2s?,,
missing_unit,QA7999902,QA,A person is cycling at a speed of 12 km/h. How far will they travel in 2.5 hours?,,
missing_unit,QA7999906,QA,A person travels from A to B in 3 hours. The distance is 90 km. What is their speed?,,
missing_unit,QA7999913,QA,A person traveled 120 km in 4 hours. What is the speed?,,
missing_unit,QA7999923,QA,An object undergoes simple harmonic motion according to the equation x = 2cos ( 4t + $\dfrac{\pi}{3}$ ) cm. What is the amplitude of the oscillation?,,
missing_unit,QA7999926,QA,An object undergoes simple harmonic motion described by the equation x = 3cos ( 4t + $\dfrac{\pi}{4}$ ) cm. What are the initial phase and the phase of the oscillation at time t = 2s?,,
missing_unit,QA8001674,QA,"An airplane takes off at a speed of 240 km/h. From the moment it leaves the ground, it follows a straight path at an angle of 35 degrees with the horizontal ground. After 45 seconds from the moment it leaves the ground, how far (in km) is the airplane from the horizontal ground?",,
missing_unit,QA8001784,QA,"An ice block with a mass of 1.5 kg is dropped into 0.6 kg of water at 6 °C. When thermal equilibrium is reached, the remaining amount of water is 0.5 kg. Given that the specific latent heat of fusion of ice is 3.4 x 10^5 J/kg, and the specific heat capacities of water and ice are 4200 J/(kg.K) and 1800 J/(kg.K) respectively. What is the initial temperature of the ice block?
Please describe the heat exchange process (which substance changes, increases temperature or decreases temperature).
What is the final temperature, please state clearly? Why is that so?",,
missing_unit,QA8002023,QA,"Hoang, Tuan, and Minh all travel the same path from the football field to school. Their travel times are 10 minutes, 12 minutes, and 15 minutes, respectively. Given that Minh travels 10 meters slower per minute than Hoang, calculate the length of the path each person traveled.",,
missing_unit,QA8002109,QA,"A variable resistor is connected in parallel with a 20Ω resistor (R = 20Ω). This combination is then connected across a 6V power source. If the total current flowing through the main circuit is 0.5A, what is the resistance of the variable resistor?",,
missing_unit,QA8002113,QA,"An aluminum basin with a mass of 0.5kg contains 2kg of water at 20°C. A copper block with a mass of 200g, taken from a furnace, is placed into the water in the basin. The water heats up to 21.2°C. Find the temperature of the furnace. Given the specific heat capacities of aluminum, water, and copper are respectively c₁ = 880J/kg.K, c₂ = 4200J/kg.K, c₃ = 380J/kg.K. Knowing that the heat released to the environment is 10% of the heat supplied to the basin and water.",,
missing_unit,QA8002127,QA,A variable resistor is connected in series with a resistor R = 2Ω across a 12V power supply. Find the value of the variable resistor such that the voltage across resistor R is 8V?,,
missing_unit,QA8002206,QA,"A boat travels 150 km downstream and then 80 km upstream. The total time taken for the entire journey is 9 hours. Calculate the speed of the boat in still water, knowing that the speed of the water current is 5 km/h.",,
missing_unit,QA8002343,QA,"Mr. Xuan left home by car at 6:15 AM at a speed of 50 km/h to point A to deliver goods. He delivered the goods and rested at A for 1 hour 30 minutes, then returned home. When he arrived home, he saw it was 2:30 PM. Given that the return speed was 10 km/h slower than the outbound speed, calculate the distance Mr. Xuan traveled to deliver the goods.",,
missing_unit,QA8002395,QA,"A cyclist plans to travel from A to B, intending for the journey to take 4 hours. However, due to increasing his speed by 3 km/h during the second half of the journey, he arrived 20 minutes earlier than planned. Calculate his planned speed and the length of the journey AB.""",,
missing_unit,QA8002551,QA,"An ice cube at 0°C is placed into a copper cup of mass 0.20 kg, which is situated inside a calorimeter. The copper cup initially contains 0.70 kg of water at 25°C. When the ice cube has just completely melted, the temperature of the water in the cup is 15.2°C, and the total mass of water is 0.775 kg. Determine the specific latent heat of fusion of ice.
Given the specific heat capacity of copper is 380 J/kg.K and that of water is 4180 J/kg.K. Neglect any heat loss to the surroundings.",,
missing_unit,QA8002850,QA,"Determine the electric field vector produced by a point charge with a magnitude of |Q| = 4 x 10⁻⁸ C at a point 5 cm away from it in a vacuum, for the following two cases:
a) The charge Q > 0
b) The charge Q < 0",,
missing_unit,QA8002883,QA,"The distance AB is 78 km. At the same time, a motorcyclist departs from A towards B, and a cyclist departs from B towards A. They meet after 1 hour and 30 minutes.
a. Calculate the speed of the two vehicles. Calculate the speed of each vehicle, knowing that the speed of the bicycle is equal to the speed of the motorbike.",,
missing_unit,QA8002898,QA,"A clock has an hour hand 6 cm long and a minute hand 11 cm long. At 4 o'clock, what is the shortest time until the two hands are perpendicular to each other? At that time, what is the total distance traveled by the tips of the hour hand and minute hand?",,
missing_unit,QA8002920,QA,"The distance AB is 78 km. At the same time, a person on a motorbike departs from A towards B, and a person on a bicycle departs from B towards A. They meet after 1 hour and 30 minutes.
a. Calculate the speeds of the two vehicles. Calculate the speed of each vehicle, knowing that the bicycle's speed is 1/3 the motorbike's speed.",,
missing_unit,QA8002977,QA,"A car travels from A to B and then returns from B to A. The outbound speed is 50 km/h, and the inbound speed is 60 km/h. The return journey takes 18 minutes less than the outbound journey. Calculate the distance AB.",,
missing_unit,QA8003182,QA,"On a horizontal surface, two cubes of side length H and mass M are placed. A sphere of radius R and mass m=M is gently placed into the gap between the two cubes, and then falls a vertical distance R. Neglect friction and the initial velocity of the sphere. Find the velocity of the sphere immediately before it impacts the floor.",,
missing_unit,QA8003187,QA,"Here are a few ways to translate that, depending on the exact nuance you want:
**Most common and direct:**
* ""Function, structure, and technical specifications of an electrical switch.""
**Slightly more formal/technical for ""structure"":**
* ""Function, construction, and technical specifications of an electrical switch.""
**If you want to explicitly phrase it as a question:**
* ""What are the function, structure/construction, and technical specifications of an electrical switch?""
* ""Please describe the function, structure/construction, and technical specifications of an electrical switch.""",,
missing_unit,QA8003191,QA,"What are the function, structure, and technical specifications of an electrical outlet?",,
missing_unit,QA8003243,QA,"Two cars simultaneously depart from two towns A and B, which are 400km apart, traveling towards each other. They meet after 5 hours.
If the speed of each car remains constant, but the slower car starts 40 minutes earlier than the other car, then they meet 5 hours and 22 minutes after the slower car started.
Find the speed of each car.",,
missing_unit,QA8003281,QA,"A motorboat travels downstream from A at 6 AM and arrives at B at 6 PM on the same day. In the first hour, the motorboat travels 12km, and in each subsequent hour, it travels an additional 1km. What is the total distance from A to B in kilometers?",,
missing_unit,QA8003377,QA,"Here's the translation of the question:
""If the pressure of a certain amount of ideal gas increases by 2 x 10^5 Pa, its volume changes by 3 liters. If the pressure of the same gas increases by 5 x 10^5 Pa, its volume changes by 5 liters. Given that the temperature is constant throughout these processes. What are the initial pressure and volume of the gas?""
Options:
A. 2 x 10^5 Pa, 8 liters.
B. 4 x 10^5 Pa, 9 liters.
C. 4 x 10^5 Pa, 12 liters.
D. 2 x 10^5 Pa, 12 liters.",,
missing_unit,QA8003388,QA,"Calculate the mass of oxygen gas contained in a 10-liter vessel under a pressure of 150 atm at a temperature of 0°C. Given that at standard conditions, the density of oxygen is 1.43 kg/m³.",,
missing_unit,QA8003443,QA,"Two small charged spheres are isolated in space. Their charges and masses are respectively: `q_{1}= q, m_{1} =1g; q_{2} = -q, m_{2} = 2g`.
Initially, the distance between the spheres is `a = 1m`. Sphere `m_{2}` has a velocity of `1` m/s, directed along the line connecting the two spheres and moving away from `m_{1}`. Sphere `m_{1}` also has a velocity of `1` m/s, but directed perpendicular to the line connecting the two spheres.
For what value of charge `q` will the spheres be separated by a distance of `3` m *twice* during their subsequent motion?
Consider only the electrostatic interaction between the two spheres.",,
missing_unit,QA8003444,QA,"""A hand pump with a cylinder (or barrel) of 50 cm length (stroke length) and 4 cm diameter is used to pump air into a rubber bag, causing the bag to inflate to a volume of 6.28 liters with an internal air pressure of 4 atm. Given that atmospheric pressure is 1 atm and the temperature of the air being pumped into the bag remains constant, what is the number of pump strokes required?""",,
missing_unit,QA8003448,QA,"A hand pump with a cylindrical barrel, 50 cm long and with an inner radius of 4 cm, is used to pump air into a rubber bag. The bag inflates to a volume of 6.28 liters, and the air pressure inside the bag is 4 atm. Given that atmospheric pressure is 1 atm, and assuming the temperature of the air being pumped into the bag remains constant. What is the number of pump strokes?",,
missing_unit,QA8003453,QA,"A pump with a piston area of 8 cm² and a stroke length of 25 cm is used to inflate a ball.
Initially, the ball contains air at atmospheric pressure, p₀ = 10⁵ Pa, and has an initial volume, V₀ = 1500 cm³.
After 10 pump strokes, the volume of the ball becomes 2000 cm³.
Assuming the pumping process is isothermal (constant temperature), what is the pressure of the air inside the ball after pumping?",,
missing_unit,QA8003479,QA,"Two mirrors are inclined at an angle $\alpha = 14^\circ$ to each other. An incident light ray SI strikes mirror G1 with an angle of incidence i1 = 10 degrees.
Let i_n be the angle of incidence of the ray at the n-th reflection. (Note: The original Vietnamese uses ""in"" for i_n).
**A.** Prove that i_(n+1) - i_n = $\alpha$.
**B.** Assuming the mirrors are sufficiently long, how many times does the light ray reflect before it exits? (The answer is 6 times).",,
missing_unit,QA8003655,QA,"At 7:00 AM, person I departs from A towards B at a speed of 20 km/h. At the same time, from B, person II also starts and travels in the same direction as person I, at a speed of 12 km/h. The distance between A and B is 6 km. At what time do the two people meet, and how far from A do they meet?",,
missing_unit,QA8003696,QA,"Solve the following problem by setting up a system of equations:
A boat travels downstream and then upstream on a 40km stretch of river, completing the entire journey in 4 hours 30 minutes (4.5 hours). Given that the time taken for the boat to travel 5km downstream is equal to the time taken for it to travel 4km upstream. Calculate the speed of the water current.",,
missing_unit,QA8003932,QA,"A particle undergoes simple harmonic motion along the x-axis. In a time of 3.14 s, the particle completes 100 full oscillations. At the initial time (t=0), the particle passes through the position with displacement 2 cm in the negative direction, with a speed of 40√3 cm/s. Take π = 3.14. Determine the equation of motion of the particle.",,
missing_unit,QA8004135,QA,"Hân drove a car from Ho Chi Minh City (HCMC) to Da Lat. At the same time, Hiếu rode a motorbike from Da Lat to HCMC on the same road. Hân passed through Dầu Giây at 8:30 AM. At 10:00 AM, Hiếu met Hân exactly at the midpoint between Dầu Giây and Da Lat. Hiếu arrived at Dầu Giây at 12:30 PM. Both maintained constant speeds throughout their journeys. The difference in their speeds is 32 km/h. Calculate the distance from HCMC to Dầu Giây.",,
missing_unit,QA8004578,QA,"The total distance from A to B is 48 km, of which the section passing through a residential area is 8 km long. A car travels from A to B at a prescribed speed. When passing through the residential area, the car must reduce its speed by 10 km/h compared to the prescribed speed. Calculate the car's speed when it passes through the residential area, given that the total travel time from A to B is 1 hour.",,
missing_unit,QA8004820,QA,"A canoe travels from A to B at a planned speed and for a planned time.
If the canoe's speed is increased by 3 km/h, the travel time is shortened by 2 hours.
If the canoe's speed is decreased by 3 km/h, the travel time is increased by 3 hours.
Calculate the planned speed and time of the canoe.",,
missing_unit,QA8004828,QA,"A motorcyclist travels from A to B at a speed of 40 km/h. After 15 minutes of travel, the motorcyclist meets a car coming from B at a speed of 50 km/h. The car arrives at A, rests for 15 minutes, and then returns to B, meeting the motorcyclist again 20 km from B. What is the total distance AB? (Please solve this problem by setting up a system of equations.)",,
missing_unit,QA8005090,QA,"A car travels from Hanoi to Thanh Hoa at a speed of 40 km/h. After a 2-hour rest in Thanh Hoa, the car returns from Thanh Hoa to Hanoi at a speed of 30 km/h. The total time for the entire journey (including the 2-hour rest in Thanh Hoa) is 10 hours 45 minutes. Calculate the distance between Hanoi and Thanh Hoa.",,
missing_unit,QA8005091,QA,"A cyclist travels from A to B, a distance of 24km. On the return journey from B to A, the cyclist increases their speed by 4km/h compared to the outbound journey. As a result, the return journey takes 30 minutes less than the outbound journey. Calculate the speed of the bicycle when traveling from A to B.",,
missing_unit,QA8005112,QA,"A car travels from Hanoi to Hai Phong at an average speed of 60 km/h. On the return journey from Hai Phong to Hanoi, along the same route, due to bad weather conditions, the car's average speed was 40 km/h. Given that the time taken for the trip from Hanoi to Hai Phong was less than the time taken for the trip from Hai Phong to Hanoi...",,
missing_unit,QA8005189,QA,"A car travels from Hanoi to Hai Phong at an average speed of 60 km/h. When returning from Hai Phong to Hanoi on the same road, due to bad weather conditions, the car travels at an average speed of 40 km/h. The car's travel time from Hanoi to Hai Phong is 1 hour shorter than its travel time from Hai Phong to Hanoi. Calculate the distance the car traveled from Hanoi to Hai Phong.",,
missing_unit,QA8005296,QA,"A person plans to cycle from point A to point B, which are 36km apart, within a certain predetermined time. After covering half the distance, the person stopped to rest for 18 minutes. Consequently, to arrive at B on schedule, the person increased their speed by 2km/h for the remaining distance. Calculate the initial speed and the actual time spent cycling. Solve using the 'Kết nối tri thức' textbook method.",,
missing_unit,QA8005407,QA,"A calorimeter contains 100 g of hot water. Initially, a piece of ice at 0°C is placed into the calorimeter. When thermal equilibrium is reached, the water temperature in the calorimeter decreases by 12°C. Afterwards, an identical piece of ice is placed into the calorimeter. When thermal equilibrium is reached, the water temperature in the calorimeter decreases by an additional 10°C. What is the mass of the ice cube in grams?",,
missing_unit,QA8005529,QA,"An object travels from A to B, a distance of 1800cm. For the first half of the journey, it travels at a speed of 3m/s. For the second half, it travels at 6m/s. How long does it take for the object to reach B?",,
missing_unit,QA8005701,QA,"At 7 AM, two cars simultaneously depart from two locations, A and B, which are 180 km apart, and travel towards each other.
The speed of the car traveling from A towards B is 40 km/h.
The speed of the car traveling from B towards A is 32 km/h.
A) Calculate the distance between the two cars at 8 AM.
B) At what time will the two cars meet? What is the distance of the meeting point from A?",,
missing_unit,QA8005713,QA,"An incident light ray SI is directed into a two-mirror system. It reflects at point I on mirror G1, then reflects at point J on mirror G2, and finally emerges as ray JR.
Determine the direction of rotation of the emergent ray JR in the following scenario: mirror G1 remains fixed, and mirror G2 is rotated by an angle of 5 degrees clockwise.",,
missing_unit,QA8005714,QA,"An incident light ray SI strikes a system of two mirrors. It reflects at point I on mirror G1, then subsequently reflects at point J on mirror G2, producing the emergent ray JR.
Determine the direction of rotation of the emergent ray JR in the scenario where:
Mirror G2 is kept stationary, and mirror G1 is rotated by 5 degrees clockwise.",,
missing_unit,QA8005762,QA,"A boat travels upstream from A to B at a speed of 20 km/h. It then travels back downstream from B to A. The time taken for the boat to travel upstream from A to B is 2 hours 40 minutes longer than the time taken to travel downstream from B to A.
Calculate the distance from A to B, knowing that the speed of the current is 5 km/h and the boat's speed in still water is constant for both the upstream and downstream journeys.",,
missing_unit,QA8005868,QA,"At 7:00 AM, Car 1 departs from point A at a speed of 40 km/h. At the same time, Car 2 departs from point B towards point A at a speed of 50 km/h. The two cars meet at 9:30 AM.
a) Calculate the total distance between A and B (AB).
b) At what time does Car 2 arrive at point A?
c) When Car 2 arrives at point A, what is the distance between the two cars?",,
missing_unit,QA8005873,QA,"The distance between points A and B is 115 km. Car 1 departs from A at a speed of 42 km/h. At the same time, Car 2 departs from B, heading towards A, at a speed of 50 km/h.
a) How many hours will it take for the two cars to meet?
b) What is the distance from A to the point where the two cars meet?",,
missing_unit,QA8005914,QA,"Here's the translation of your question into English:
""An object of mass `m` moves along the Ox axis. Initially, the object `m` is at coordinate `x_o`. A force field acts on `m` in the horizontal direction, proportional to the object's coordinate: `\vec{f}=k.\vec{x}` (k>0). The object starts from rest (with no initial velocity). Derive expressions for `x(t)`, `v(t)`, and `a(t)`.""",,
missing_unit,QA8005937,QA,"A cyclist travels from A to B, a distance of 24km. If riding continuously without stopping, they would reach B in 2 hours. However, after cycling for 30 minutes, the person stopped for 15 minutes before continuing. What speed must they maintain for the remainder of the journey to arrive at B on time (as originally planned)?",,
missing_unit,QA8006008,QA,"An object travels from A to B on a straight line. For the first half of the distance, the object travels at a speed of 3 m/s, and for the second half of the distance, it travels at a speed of 6 m/s.
A) Calculate the average speed of the object over the entire distance.
B) How long does it take for the object to reach B?",,
missing_unit,QA8006015,QA,"An travels from A to B in 4 hours, and Binh travels from B to A in 5 hours. If An and Binh start at the same time, after 2 hours and 30 minutes, they are 20 km apart. Calculate the length of path AB.",,
missing_unit,QA8006017,QA,"At 6:00 AM, a person departs from A towards B at a speed of 30 km/h. After 30 minutes, another person departs from B towards A at a speed of 40 km/h. They meet at 8:30 AM. Calculate the distance AB.",,
missing_unit,QA8006019,QA,A motorboat travels downstream from pier A to pier B in 2 hours; it travels upstream from pier B to pier A in 3 hours. The speed of the current is 10 km/hour. Calculate the distance AB.,,
missing_unit,QA8006379,QA,"An incident light ray SI is shone onto a system of two plane mirrors. It reflects at I on mirror G₁, then reflects at J on mirror G₂, forming the emergent ray JR.
Find the direction and angle of rotation of the emergent ray JR in the following cases:
a) Mirror G₁ is kept fixed, and mirror G₂ is rotated by an angle of 5° clockwise.
b) Mirror G₂ is kept fixed, and mirror G₁ is rotated by an angle of 5° clockwise.",,
missing_unit,QA8006414,QA,"Does the weight of an object depend on its volume, true or false?",,
missing_unit,QA8006467,QA,"A car is scheduled to travel from A to B at a speed of 48 km/h. After traveling for 1 hour, the car broke down and had to stop for 15 minutes for repairs. To still arrive at B on schedule, the car had to increase its speed by 6 km/h. Calculate the distance AB.",,
missing_unit,QA8006470,QA,"A boat travels downstream from A to B, stops for 2 hours, and then returns to A. The total time for the entire journey (including the stopping time) is 5 hours 30 minutes. The boat's speed in still water is a constant 21 km/h, and the speed of the current is 3 km/h. Calculate the distance of path AB.",,
